Customer_ID,Customer_Name,Age,Gender,Location,Product_Category,Product_ID,Purchase_Date,Purchase_Amount,Payment_Method,Rating,Feedback_Comments,Customer_Lifetime_Value,Loyalty_Score,Discount_Applied,Return_Status,Customer_Segment,Preferred_Shopping_Channel,Churn
12914,Charlie,,Other,Houston,Electronics,527,2020-01-22 03:00:00,495.4926644135095,Cash,2.0,Excellent,4728.767493350737,46,Yes,No,Regular,In-store,0
14968,John,24.0,Female,San Francisco,Books,801,2020-01-22 04:00:00,241.4176725211125,PayPal,2.0,,2480.795437386067,85,No,No,VIP,Online,0
15917,John,61.0,Male,Los Angeles,Books,589,2020-01-22 05:00:00,281.3796804260881,PayPal,3.0,Excellent,3687.955993940532,17,No,No,New,Both,1
18787,Alice,51.0,Female,Los Angeles,Toys,454,2020-01-22 06:00:00,269.5897084758313,Credit Card,3.0,Excellent,2151.79054887152,12,No,No,New,Online,1
10728,Charlie,37.0,Male,Houston,Clothing,295,2020-01-22 07:00:00,167.6511446305561,Credit Card,2.0,,2054.170824109121,82,No,No,VIP,Online,0
11365,Eve,67.0,Male,Chicago,Clothing,644,2020-01-22 08:00:00,46.7608235575299,Cash,3.0,Average,359.7940245993741,16,No,No,New,In-store,1
14492,Alice,55.0,Other,Chicago,Electronics,816,2020-01-22 09:00:00,448.8691028969401,Credit Card,1.0,,5925.086655092781,19,No,No,New,Online,1
10698,John,41.0,Other,Chicago,Books,923,2020-01-22 10:00:00,403.3111481378805,Bank Transfer,4.0,Good,5296.097396679053,46,Yes,No,Regular,Online,0
17186,John,27.0,Other,San Francisco,Electronics,793,2020-01-22 11:00:00,78.36812247423795,Cash,3.0,,793.0222511413829,90,No,Yes,VIP,Both,1
10395,John,49.0,Female,Houston,Books,758,2020-01-22 12:00:00,390.6164529615357,PayPal,3.0,Bad,3022.199437382556,79,No,Yes,Regular,Both,1
17400,Charlie,69.0,Other,Houston,Electronics,879,2020-01-22 13:00:00,316.6648663647989,PayPal,1.0,Good,2628.991849161657,91,Yes,Yes,VIP,Online,1
18082,Charlie,32.0,Male,Chicago,Books,110,2020-01-22 14:00:00,210.4804560796349,Bank Transfer,5.0,Good,3149.851725665252,85,No,No,VIP,Online,0
14171,Alice,54.0,Other,Chicago,Electronics,681,2020-01-22 15:00:00,,Credit Card,2.0,,,91,No,No,VIP,Online,0
14360,Eve,37.0,Other,New York,Books,355,2020-01-22 16:00:00,431.2671039160939,Cash,1.0,,4966.347566496705,8,No,No,New,In-store,1
12502,Alice,20.0,Female,New York,Electronics,495,2020-01-22 17:00:00,353.092247054086,Cash,5.0,,4275.746279901269,15,Yes,No,New,In-store,1
10717,Bob,54.0,Female,Los Angeles,Clothing,830,2020-01-22 18:00:00,278.3925556398771,Bank Transfer,1.0,Good,3167.049160267865,2,No,No,New,In-store,1
12782,John,57.0,Male,Los Angeles,Toys,908,2020-01-22 19:00:00,308.6885816102474,Credit Card,4.0,Average,2428.019997540518,31,Yes,Yes,New,In-store,1
14946,John,25.0,Female,Houston,Electronics,508,2020-01-22 20:00:00,54.62242922026868,Cash,1.0,Good,548.0324805980158,97,No,No,VIP,In-store,0
15486,John,57.0,Other,Houston,Toys,461,2020-01-22 21:00:00,242.220682846484,Bank Transfer,1.0,,3250.636798310987,58,No,No,Regular,In-store,0
18335,Alice,61.0,Female,San Francisco,Clothing,358,2020-01-22 22:00:00,104.913143464994,Cash,4.0,,1548.469643377837,62,No,Yes,Regular,Online,1
14980,Alice,40.0,Male,San Francisco,Clothing,102,2020-01-22 23:00:00,112.1080027143244,PayPal,2.0,Average,1539.237430094055,19,Yes,No,New,In-store,1
17266,John,57.0,Other,New York,Books,183,2020-01-23 00:00:00,334.0389415205647,Cash,5.0,Good,4759.926984669323,30,No,No,New,Online,0
14491,Alice,28.0,Male,Los Angeles,Toys,255,2020-01-23 01:00:00,456.5155143988011,Cash,3.0,Average,5526.176326358177,38,Yes,No,New,Both,0
17192,Charlie,63.0,Female,New York,Home Appliances,762,2020-01-23 02:00:00,207.8407391343898,Cash,2.0,Good,2427.837220459874,41,No,No,Regular,In-store,0
15588,Charlie,25.0,Female,New York,Books,275,2020-01-23 03:00:00,111.7971437759733,Credit Card,1.0,Good,673.8157471925474,73,No,Yes,Regular,Online,1
17651,Alice,46.0,Male,Los Angeles,Toys,806,2020-01-23 04:00:00,327.8859992459606,Credit Card,3.0,Excellent,3498.633880031628,34,No,No,New,Online,0
13636,John,47.0,Other,San Francisco,Electronics,571,2020-01-23 05:00:00,436.8816527116557,Bank Transfer,4.0,,6318.96314457165,12,No,No,New,In-store,1
11167,Alice,27.0,Female,Los Angeles,Electronics,718,2020-01-23 06:00:00,376.6762125500205,Credit Card,2.0,,4239.677551218754,89,No,No,VIP,In-store,0
11062,Alice,56.0,Female,Chicago,Clothing,523,2020-01-23 07:00:00,435.6910429629277,Cash,5.0,,3624.723728736379,22,No,No,New,Both,1
12156,Alice,45.0,Other,Chicago,Home Appliances,233,2020-01-23 08:00:00,272.9117887952917,Cash,,Average,3897.498903929077,76,No,No,Regular,Online,0
17860,Bob,66.0,Female,Chicago,Electronics,887,2020-01-23 09:00:00,378.4193597409035,Credit Card,2.0,,3969.992846542809,48,No,No,Regular,In-store,0
15161,Charlie,,Male,Houston,Toys,963,2020-01-23 10:00:00,78.63163408587887,Credit Card,3.0,Excellent,521.1009829352287,72,Yes,No,Regular,Online,0
15305,Eve,30.0,Female,San Francisco,Toys,479,2020-01-23 11:00:00,180.6545615279638,Cash,4.0,,1828.437886511624,49,No,No,Regular,Online,0
16541,Eve,49.0,Female,San Francisco,Electronics,766,2020-01-23 12:00:00,200.879090595946,Cash,4.0,Good,2761.087781480248,32,No,No,New,Both,0
14729,Bob,53.0,Other,Houston,Toys,376,2020-01-23 13:00:00,260.534915660557,PayPal,2.0,,1390.762915013049,87,Yes,No,VIP,Both,0
19348,Alice,54.0,Male,New York,Toys,335,2020-01-23 14:00:00,465.2474165258436,Bank Transfer,4.0,Excellent,4720.318783938503,25,Yes,Yes,New,Online,1
17330,Bob,43.0,Other,Chicago,Clothing,851,2020-01-23 15:00:00,438.4053145088654,Credit Card,3.0,,3198.562689451689,47,No,Yes,Regular,Both,1
15334,Bob,39.0,Female,Chicago,Home Appliances,981,2020-01-23 16:00:00,75.91749122170042,Bank Transfer,3.0,Good,848.2029132924288,87,No,No,VIP,Both,0
18924,John,,Female,New York,Clothing,112,2020-01-23 17:00:00,94.66692942240697,Cash,5.0,,1363.314861509928,72,No,No,Regular,Online,0
14330,Charlie,48.0,Other,Los Angeles,Home Appliances,441,2020-01-23 18:00:00,185.2438692985666,Bank Transfer,4.0,Excellent,2034.953913840825,22,Yes,No,New,Both,1
18010,Eve,35.0,Other,Los Angeles,Toys,134,2020-01-23 19:00:00,152.4644942864302,Credit Card,5.0,Good,788.583312941576,94,No,No,VIP,Online,0
16801,Alice,55.0,Other,San Francisco,Home Appliances,658,2020-01-23 20:00:00,311.2377670465685,Credit Card,1.0,,3394.423707736546,38,Yes,No,New,Both,0
14846,Eve,41.0,Male,Houston,Toys,313,2020-01-23 21:00:00,452.360263404627,Bank Transfer,3.0,Bad,5035.67607593094,27,No,No,New,Online,0
16731,Eve,40.0,Female,San Francisco,Toys,511,2020-01-23 22:00:00,481.5228554195675,Credit Card,2.0,,2684.776027678933,46,Yes,No,Regular,Online,0
17241,Charlie,,Other,Los Angeles,Clothing,504,2020-01-23 23:00:00,330.265446742261,PayPal,3.0,,4569.333636276281,15,No,No,New,Online,1
10953,Eve,19.0,Female,New York,Clothing,593,2020-01-24 00:00:00,420.6980086865325,Cash,1.0,,2531.12494580498,28,No,Yes,New,Both,1
12539,Eve,48.0,Male,San Francisco,Books,757,2020-01-24 01:00:00,267.3490781130906,Cash,2.0,,3032.841277666897,69,No,No,Regular,Both,0
17056,Bob,28.0,Male,Chicago,Electronics,258,2020-01-24 02:00:00,112.0802039614195,Credit Card,4.0,,739.5839619417504,96,Yes,No,VIP,Online,0
11542,Charlie,45.0,Male,Chicago,Books,736,2020-01-24 03:00:00,267.0973219258039,Cash,4.0,Excellent,2110.961551869013,17,Yes,No,New,Both,1
15293,John,63.0,Male,New York,Books,209,2020-01-24 04:00:00,281.990474704449,PayPal,3.0,Excellent,2189.146287698507,79,No,No,Regular,In-store,0
11191,Alice,49.0,Female,Los Angeles,Home Appliances,648,2020-01-24 05:00:00,,Credit Card,2.0,Excellent,,100,No,No,VIP,Online,0
16313,Eve,22.0,Male,Chicago,Toys,888,2020-01-24 06:00:00,117.7426649566011,PayPal,2.0,Good,1218.560414363435,56,No,No,Regular,In-store,0
16938,Alice,55.0,Male,Chicago,Toys,625,2020-01-24 07:00:00,190.4720872224985,PayPal,5.0,,2089.097229412078,26,No,No,New,In-store,1
12681,John,27.0,Other,Houston,Toys,446,2020-01-24 08:00:00,188.3734599151375,Cash,1.0,Good,2198.388109787781,18,No,Yes,New,Both,1
19409,,57.0,Male,San Francisco,Electronics,843,2020-01-24 09:00:00,,Cash,4.0,Average,,37,No,Yes,New,Both,1
11540,John,63.0,Other,Los Angeles,Home Appliances,927,2020-01-24 10:00:00,,Bank Transfer,3.0,,,95,Yes,No,VIP,In-store,0
16172,Bob,41.0,Male,San Francisco,Home Appliances,735,2020-01-24 11:00:00,379.9960439760918,PayPal,2.0,Average,3480.173576819529,91,Yes,No,VIP,Online,0
15541,Eve,52.0,Male,Los Angeles,Toys,378,2020-01-24 12:00:00,377.8975768734751,Cash,4.0,Excellent,2536.683489389102,42,No,No,Regular,Both,0
19580,John,61.0,Other,Chicago,Books,578,2020-01-24 13:00:00,140.1166505535883,PayPal,3.0,Average,1102.999929314737,10,No,No,New,In-store,1
11365,Alice,65.0,Male,Houston,Electronics,210,2020-01-24 14:00:00,,Bank Transfer,4.0,,,96,Yes,No,VIP,In-store,0
18691,Eve,40.0,Female,San Francisco,Books,735,2020-01-24 15:00:00,448.2084177261376,PayPal,3.0,Average,6497.712020687273,84,Yes,No,VIP,Online,0
19872,Bob,34.0,Female,Chicago,Clothing,530,2020-01-24 16:00:00,242.8468825339052,Credit Card,4.0,Good,1655.881762725387,38,Yes,No,New,Both,0
18702,Eve,18.0,Male,Los Angeles,Home Appliances,641,2020-01-24 17:00:00,473.1075785978476,Bank Transfer,5.0,,5380.573723476948,30,Yes,No,New,Online,0
17494,John,48.0,Female,San Francisco,Home Appliances,214,2020-01-24 18:00:00,115.0845323688392,Bank Transfer,1.0,,1483.144304137405,23,No,No,New,Online,1
14312,Bob,48.0,Other,San Francisco,Books,189,2020-01-24 19:00:00,,PayPal,4.0,,,3,No,No,New,In-store,1
11324,Alice,59.0,Male,Chicago,Electronics,311,2020-01-24 20:00:00,446.8123978409272,PayPal,1.0,Bad,2737.063480628569,51,No,No,Regular,Online,0
19347,Bob,59.0,Male,San Francisco,Home Appliances,649,2020-01-24 21:00:00,425.3637870014862,Cash,4.0,Bad,2500.631551774433,18,No,No,New,Online,1
13141,Bob,51.0,Other,Houston,Books,694,2020-01-24 22:00:00,496.3690392075839,Credit Card,2.0,Good,4195.486890414138,66,No,No,Regular,Online,0
17419,Charlie,26.0,Other,Houston,Electronics,638,2020-01-24 23:00:00,342.9028091750887,Bank Transfer,5.0,Good,4055.972900143732,93,No,No,VIP,In-store,0
13486,Bob,39.0,Other,Chicago,Books,828,2020-01-25 00:00:00,468.9770840669033,Bank Transfer,5.0,,4113.099827031909,18,No,No,New,In-store,1
11810,,30.0,Male,Los Angeles,Electronics,459,2020-01-25 01:00:00,415.2050222912143,Bank Transfer,1.0,Excellent,2934.054167182775,99,Yes,Yes,VIP,Online,1
16588,Eve,42.0,Other,Chicago,Toys,585,2020-01-25 02:00:00,423.7689032288425,Cash,2.0,Bad,4851.735721257791,3,No,No,New,Online,1
12923,Alice,65.0,Other,Houston,Electronics,471,2020-01-25 03:00:00,288.8793695225914,Credit Card,3.0,,3119.059105373881,67,No,No,Regular,Online,0
15301,,35.0,Female,New York,Clothing,314,2020-01-25 04:00:00,197.3586529791883,Bank Transfer,5.0,Excellent,2865.700233943726,18,No,No,New,In-store,1
14186,Eve,68.0,Female,New York,Toys,832,2020-01-25 05:00:00,467.9334555462081,Bank Transfer,2.0,Bad,3602.140299902072,87,No,Yes,VIP,Online,1
18905,John,29.0,Male,San Francisco,Books,114,2020-01-25 06:00:00,221.7374160517883,Cash,2.0,,1889.499568695039,76,Yes,Yes,Regular,In-store,1
15977,Eve,57.0,Female,San Francisco,Toys,358,2020-01-25 07:00:00,274.0214899523378,PayPal,1.0,,3796.466006004315,62,No,Yes,Regular,In-store,1
14268,Charlie,34.0,Female,New York,Toys,877,2020-01-25 08:00:00,228.596010491342,Bank Transfer,2.0,,2801.189322140629,97,No,No,VIP,Online,0
14748,Charlie,32.0,Other,Houston,Books,562,2020-01-25 09:00:00,286.7609738404966,Credit Card,2.0,,2535.248434266371,87,No,No,VIP,Online,0
14849,John,59.0,Other,San Francisco,Books,219,2020-01-25 10:00:00,240.5474887062403,Credit Card,3.0,,3313.537054608684,48,Yes,No,Regular,Online,0
19435,Alice,32.0,Female,Chicago,Clothing,227,2020-01-25 11:00:00,33.50410370394318,Credit Card,1.0,Good,232.6559128586952,69,No,No,Regular,Online,0
13709,Alice,32.0,Female,Chicago,Books,822,2020-01-25 12:00:00,442.2036111437723,Credit Card,1.0,Excellent,5687.828457823618,90,No,Yes,VIP,In-store,1
19273,Eve,56.0,Female,Houston,Home Appliances,622,2020-01-25 13:00:00,227.7529712687272,Cash,2.0,Good,1757.674247062957,84,Yes,No,VIP,Online,0
16619,Eve,30.0,Male,San Francisco,Home Appliances,787,2020-01-25 14:00:00,298.5823877686009,Bank Transfer,3.0,,3846.977463428671,42,No,No,Regular,Online,0
18647,Eve,34.0,Male,Chicago,Clothing,744,2020-01-25 15:00:00,78.20202335141364,Cash,4.0,Average,1044.929379718514,77,No,No,Regular,Online,0
19086,Alice,49.0,Male,San Francisco,Electronics,424,2020-01-25 16:00:00,11.66004551149318,Credit Card,,Excellent,84.21267447057252,75,No,No,Regular,Online,0
19576,Bob,26.0,Female,San Francisco,Electronics,419,2020-01-25 17:00:00,130.1921458853851,Credit Card,1.0,Bad,1252.506006120994,99,No,No,VIP,In-store,0
13072,Charlie,57.0,Female,Chicago,Home Appliances,605,2020-01-25 18:00:00,355.2471557453416,Credit Card,3.0,Average,3622.327075999383,82,No,No,VIP,In-store,0
16530,Bob,37.0,Male,New York,Books,625,2020-01-25 19:00:00,58.60531975531051,Cash,3.0,Excellent,507.8803487635844,15,No,Yes,New,Online,1
10504,Bob,43.0,Male,Chicago,Clothing,149,2020-01-25 20:00:00,455.3548457893692,Credit Card,2.0,,5158.387386367228,64,Yes,No,Regular,Online,0
11214,Alice,44.0,Female,Houston,Electronics,683,2020-01-25 21:00:00,115.3610589845304,Bank Transfer,5.0,,1125.221726487694,57,No,No,Regular,Both,0
11531,Bob,38.0,Other,Los Angeles,Electronics,168,2020-01-25 22:00:00,110.2508710029701,Credit Card,1.0,Average,748.196129550367,41,No,No,Regular,In-store,0
17576,John,35.0,Male,Chicago,Toys,490,2020-01-25 23:00:00,98.9389011945328,Bank Transfer,4.0,Excellent,1277.316695103946,93,No,No,VIP,Online,0
10823,Eve,30.0,Female,San Francisco,Home Appliances,482,2020-01-26 00:00:00,,Bank Transfer,2.0,,,1,No,No,New,In-store,1
10928,John,,Female,San Francisco,Books,115,2020-01-26 01:00:00,388.1846795543349,Credit Card,1.0,Bad,4960.576222471911,30,No,No,New,In-store,0
15029,Charlie,26.0,Other,Chicago,Clothing,538,2020-01-26 02:00:00,438.7669203101767,Cash,1.0,Good,3590.558084649848,97,No,No,VIP,Online,0
10133,Eve,29.0,Female,Los Angeles,Electronics,945,2020-01-26 03:00:00,,PayPal,3.0,Average,,6,No,No,New,Online,1
12105,Bob,61.0,Female,Chicago,Toys,968,2020-01-26 04:00:00,102.2179910231325,PayPal,5.0,Excellent,1061.951470206101,50,Yes,No,Regular,Online,0
13627,Charlie,55.0,Male,Los Angeles,Home Appliances,667,2020-01-26 05:00:00,149.7862185010311,Bank Transfer,,Average,1559.20507890968,27,No,No,New,In-store,0
16316,Eve,36.0,Male,Los Angeles,Home Appliances,716,2020-01-26 06:00:00,243.204081708832,Cash,5.0,Bad,2574.157085436073,56,No,No,Regular,Online,0
11852,Bob,,Other,Houston,Clothing,231,2020-01-26 07:00:00,,PayPal,3.0,Excellent,,34,Yes,No,New,Online,0
14910,John,52.0,Other,San Francisco,Electronics,659,2020-01-26 08:00:00,131.202172190694,Credit Card,4.0,,890.3367919496771,54,Yes,No,Regular,Online,0
14175,Eve,,Female,San Francisco,Clothing,347,2020-01-26 09:00:00,368.5064929207451,Credit Card,4.0,,2946.932414453125,66,Yes,Yes,Regular,Online,1
15348,Bob,35.0,Male,Los Angeles,Clothing,372,2020-01-26 10:00:00,225.329629413531,Bank Transfer,2.0,Excellent,1161.976740818848,61,No,Yes,Regular,Online,1
19442,John,33.0,Other,San Francisco,Toys,722,2020-01-26 11:00:00,155.9452006964107,Cash,4.0,Average,1515.26647746305,69,No,No,Regular,Online,0
16190,Charlie,56.0,Other,New York,Home Appliances,937,2020-01-26 12:00:00,233.3988091408357,Cash,1.0,,2850.116243506929,27,Yes,No,New,In-store,0
11256,Charlie,21.0,Other,Los Angeles,Books,947,2020-01-26 13:00:00,44.89129159520394,PayPal,5.0,,274.2508912041342,61,Yes,Yes,Regular,In-store,1
13376,Charlie,42.0,Female,San Francisco,Home Appliances,448,2020-01-26 14:00:00,401.3568117558776,PayPal,5.0,,2147.686038957413,49,Yes,No,Regular,In-store,0
15645,Charlie,49.0,Male,New York,Home Appliances,583,2020-01-26 15:00:00,129.2179447116539,Credit Card,,Bad,1016.295372123057,74,No,Yes,Regular,Online,1
13486,Alice,57.0,Other,Houston,Toys,649,2020-01-26 16:00:00,365.4519403645555,Bank Transfer,4.0,Excellent,4281.459490062314,91,Yes,No,VIP,Both,0
13584,Eve,30.0,Male,San Francisco,Books,456,2020-01-26 17:00:00,43.49070200961541,Cash,3.0,Average,487.2316918168141,53,No,No,Regular,Both,0
19588,Eve,62.0,Other,New York,Electronics,851,2020-01-26 18:00:00,477.9982925211862,PayPal,1.0,Bad,5181.381164143979,14,No,Yes,New,Both,1
18053,Alice,34.0,Other,Chicago,Books,417,2020-01-26 19:00:00,104.5773428487923,PayPal,2.0,Average,1008.047564568393,6,No,No,New,Online,1
13330,Bob,66.0,Male,Chicago,Electronics,732,2020-01-26 20:00:00,442.5436173414694,Bank Transfer,4.0,,2510.815786464487,28,No,Yes,New,Online,1
12703,Bob,54.0,Male,New York,Books,147,2020-01-26 21:00:00,406.6418727115629,Bank Transfer,3.0,Excellent,2863.603595345801,89,No,No,VIP,In-store,0
18662,Charlie,23.0,Male,Los Angeles,Clothing,109,2020-01-26 22:00:00,484.2513627998938,Credit Card,4.0,Good,3398.081585870989,73,No,No,Regular,In-store,0
18120,John,36.0,Female,Los Angeles,Books,332,2020-01-26 23:00:00,244.1664238634173,Bank Transfer,2.0,Excellent,1579.945659937828,45,No,No,Regular,Both,0
17114,Bob,30.0,Other,San Francisco,Toys,135,2020-01-27 00:00:00,366.4246739845162,Credit Card,3.0,Good,4700.11582038183,35,No,No,New,Online,0
11353,John,43.0,Female,Chicago,Electronics,512,2020-01-27 01:00:00,191.6482219485142,Credit Card,3.0,,1812.405967198678,18,Yes,No,New,In-store,1
15063,Eve,31.0,Male,Los Angeles,Home Appliances,561,2020-01-27 02:00:00,100.34043662965,Bank Transfer,3.0,Good,1110.594551456721,71,No,Yes,Regular,Both,1
18549,John,48.0,Other,Los Angeles,Toys,103,2020-01-27 03:00:00,227.1072071373899,Bank Transfer,3.0,Good,2630.42841461335,64,Yes,Yes,Regular,Both,1
17575,Eve,21.0,Female,Chicago,Electronics,143,2020-01-27 04:00:00,91.2170175403429,Bank Transfer,4.0,Bad,1077.461759343905,68,No,No,Regular,In-store,0
10667,Alice,56.0,Other,Houston,Electronics,667,2020-01-27 05:00:00,491.2018651653281,Bank Transfer,3.0,Excellent,6940.810084051701,77,No,No,Regular,In-store,0
14468,Alice,25.0,Female,Los Angeles,Home Appliances,653,2020-01-27 06:00:00,57.16078065895103,Bank Transfer,4.0,Bad,482.2168303650454,22,Yes,No,New,Online,1
19337,Charlie,42.0,Male,New York,Clothing,354,2020-01-27 07:00:00,298.713744491784,Credit Card,3.0,,3994.587779652276,26,No,No,New,Online,1
16819,Bob,30.0,Female,San Francisco,Toys,839,2020-01-27 08:00:00,316.9672890744874,PayPal,3.0,,4102.943078058271,12,No,No,New,Online,1
13719,Charlie,49.0,Other,Los Angeles,Home Appliances,213,2020-01-27 09:00:00,273.6589760082866,Cash,,Good,1804.224922345221,43,Yes,No,Regular,Both,0
12745,Eve,55.0,Other,Los Angeles,Home Appliances,848,2020-01-27 10:00:00,334.4710839987985,Cash,4.0,Bad,3300.819884507688,14,Yes,Yes,New,Both,1
17483,Charlie,55.0,Other,Houston,Clothing,496,2020-01-27 11:00:00,66.92857975582656,Credit Card,4.0,Bad,473.6046868473923,42,No,No,Regular,In-store,0
10539,John,45.0,Other,New York,Toys,273,2020-01-27 12:00:00,281.9590768605926,Credit Card,5.0,,1815.947773118557,76,No,No,Regular,In-store,0
14964,Eve,47.0,Male,San Francisco,Home Appliances,354,2020-01-27 13:00:00,150.7341598524071,PayPal,2.0,Excellent,1382.633560829288,12,Yes,No,New,Online,1
14835,Alice,20.0,Female,Los Angeles,Clothing,565,2020-01-27 14:00:00,470.6862710175178,Bank Transfer,4.0,Average,6050.126706827353,18,No,No,New,Online,1
13775,Bob,45.0,Male,San Francisco,Toys,376,2020-01-27 15:00:00,383.4151101854656,Credit Card,2.0,,5083.302133075804,61,Yes,Yes,Regular,Both,1
16042,Eve,20.0,Male,Chicago,Books,563,2020-01-27 16:00:00,486.5320962582739,Cash,2.0,,6575.284530979951,60,No,No,Regular,Both,0
17102,Eve,62.0,Male,Los Angeles,Electronics,946,2020-01-27 17:00:00,28.40247417269288,Bank Transfer,2.0,,201.2527949385965,85,No,Yes,VIP,Both,1
17312,John,51.0,Other,Los Angeles,Clothing,601,2020-01-27 18:00:00,149.7152558385473,Credit Card,1.0,Bad,1843.554558721076,24,No,Yes,New,In-store,1
15320,Bob,33.0,Other,Chicago,Electronics,540,2020-01-27 19:00:00,105.757067452791,Bank Transfer,4.0,Average,564.8658748849658,52,No,No,Regular,In-store,0
16132,Alice,39.0,Other,Houston,Books,168,2020-01-27 20:00:00,15.46574778279695,Cash,2.0,,119.0860562722443,65,No,Yes,Regular,Both,1
17891,Eve,49.0,Female,Los Angeles,Home Appliances,608,2020-01-27 21:00:00,128.7396078206975,Bank Transfer,1.0,,919.4752049505145,61,Yes,Yes,Regular,Both,1
12779,Eve,55.0,Other,San Francisco,Home Appliances,425,2020-01-27 22:00:00,342.6002319250102,Credit Card,1.0,Average,5021.747950354493,40,No,No,New,Online,0
10924,John,,Female,New York,Toys,841,2020-01-27 23:00:00,123.2335718459386,Credit Card,3.0,Good,1398.43336112601,67,Yes,No,Regular,Online,0
11581,Charlie,,Other,San Francisco,Clothing,166,2020-01-28 00:00:00,259.4116882864829,Cash,3.0,,3232.061293284086,8,No,No,New,Both,1
17714,Alice,23.0,Other,Houston,Clothing,403,2020-01-28 01:00:00,445.0308763328493,PayPal,4.0,,3961.472671146536,67,No,No,Regular,In-store,0
13324,Bob,31.0,Male,New York,Toys,583,2020-01-28 02:00:00,349.9413809710468,PayPal,3.0,Excellent,3854.568072097862,95,No,No,VIP,Online,0
15713,Eve,49.0,Male,San Francisco,Electronics,647,2020-01-28 03:00:00,203.3682442539557,Bank Transfer,4.0,Excellent,2041.703943845611,8,No,Yes,New,Online,1
17026,Eve,,Male,San Francisco,Home Appliances,516,2020-01-28 04:00:00,192.5097800669331,Credit Card,1.0,Excellent,2489.61951214797,77,Yes,No,Regular,In-store,0
10255,Alice,27.0,Female,Chicago,Home Appliances,258,2020-01-28 05:00:00,233.3105488641575,Credit Card,1.0,Average,2694.072557512297,83,No,No,VIP,Both,0
14804,Charlie,20.0,Female,Houston,Clothing,248,2020-01-28 06:00:00,96.75030611935412,Cash,,,621.2056513334078,81,Yes,No,VIP,In-store,0
11838,Eve,29.0,Other,Chicago,Clothing,126,2020-01-28 07:00:00,320.6603760338342,Cash,3.0,Average,4377.961852726794,50,No,No,Regular,Both,0
10009,Alice,66.0,Female,New York,Toys,683,2020-01-28 08:00:00,188.4348813612567,Credit Card,3.0,,2741.561300309525,10,Yes,No,New,Online,1
12871,John,48.0,Other,Chicago,Books,347,2020-01-28 09:00:00,427.6590211384014,Cash,,,4131.051654894694,27,Yes,Yes,New,In-store,1
18989,Charlie,46.0,Female,Houston,Electronics,200,2020-01-28 10:00:00,380.71080342833,PayPal,5.0,Bad,2006.069513515037,31,No,No,New,In-store,0
17409,Bob,22.0,Female,Los Angeles,Books,801,2020-01-28 11:00:00,309.1514504051584,PayPal,3.0,,2605.521070308162,99,Yes,Yes,VIP,Both,1
17418,Eve,69.0,Female,Los Angeles,Books,195,2020-01-28 12:00:00,188.4590890982629,Bank Transfer,2.0,Good,1009.490452761626,81,Yes,Yes,VIP,Online,1
15124,Alice,42.0,Male,New York,Clothing,483,2020-01-28 13:00:00,112.8665975200073,Cash,,,1455.38827902156,10,No,No,New,Online,1
11015,John,58.0,Female,Los Angeles,Clothing,381,2020-01-28 14:00:00,390.3144134117552,Bank Transfer,5.0,Average,5602.465065343415,80,No,No,Regular,Online,0
12193,Bob,48.0,Male,Chicago,Clothing,421,2020-01-28 15:00:00,248.3404585056324,Cash,1.0,,1770.364639544988,43,No,No,Regular,Online,0
18415,Alice,38.0,Male,New York,Books,495,2020-01-28 16:00:00,120.1275187069052,Cash,1.0,Average,1163.519977523893,76,No,No,Regular,In-store,0
17449,Alice,37.0,Female,Houston,Electronics,377,2020-01-28 17:00:00,105.635561369603,PayPal,1.0,,1482.016325880934,34,Yes,No,New,In-store,0
14158,Bob,56.0,Other,New York,Clothing,628,2020-01-28 18:00:00,91.04644320566592,Credit Card,,Excellent,728.2653369616462,11,No,No,New,Online,1
13925,John,39.0,Other,New York,Home Appliances,362,2020-01-28 19:00:00,390.8089861407415,Cash,1.0,,4477.508446087719,4,No,No,New,Online,1
16970,John,21.0,Other,San Francisco,Electronics,718,2020-01-28 20:00:00,122.2037207971527,Cash,5.0,,1562.941316278914,28,No,No,New,In-store,0
16938,Charlie,30.0,Female,San Francisco,Home Appliances,679,2020-01-28 21:00:00,268.0547091273468,Cash,5.0,Excellent,1756.458292212169,91,Yes,No,VIP,Both,0
14784,,62.0,Other,New York,Electronics,739,2020-01-28 22:00:00,231.2577168767977,Credit Card,3.0,Good,2799.048320447955,42,Yes,No,Regular,Online,0
14000,Bob,59.0,Male,Los Angeles,Clothing,392,2020-01-28 23:00:00,294.0093406218591,Bank Transfer,2.0,Good,1957.666069771986,40,Yes,No,New,Both,0
11633,Bob,67.0,Other,San Francisco,Toys,393,2020-01-29 00:00:00,439.8059011818852,Bank Transfer,3.0,,2330.075433455442,85,No,Yes,VIP,Online,1
17266,Bob,66.0,Female,Houston,Clothing,707,2020-01-29 01:00:00,435.196221140048,Cash,1.0,Average,5245.37703473588,95,No,Yes,VIP,Online,1
18702,John,37.0,Other,Chicago,Books,494,2020-01-29 02:00:00,231.0272751941812,Cash,3.0,,2840.372424272087,91,Yes,No,VIP,Online,0
10384,,69.0,Male,San Francisco,Books,612,2020-01-29 03:00:00,17.52946286001442,Bank Transfer,5.0,,134.7990483297437,4,Yes,No,New,In-store,1
10404,Charlie,30.0,Female,New York,Electronics,909,2020-01-29 04:00:00,218.9574648000086,Bank Transfer,3.0,,2567.870961242185,71,Yes,No,Regular,Online,0
